trip_id,usertype,gender,starttime,stoptime,tripduration,from_station_id,from_station_name,latitude_start,longitude_start,dpcapacity_start,to_station_id,to_station_name,latitude_end,longitude_end,dpcapacity_end,temperature,windchill,dewpoint,humidity,pressure,visibility,wind_speed,precipitation,events,rain,conditions
4343,Subscriber,Male,2013-06-27 15:09:00,2013-06-27 15:14:00,272,68,Clinton St & Tilden St,41.875885,-87.640795,23.0,68,Clinton St & Tilden St,41.875885,-87.640795,23.0,90.0,-999.0,66.9,46.0,29.7,10.0,15.0,-9999.0,partlycloudy,0,Scattered Clouds
4346,Subscriber,Male,2013-06-27 15:14:00,2013-06-28 00:18:00,32646,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,91,Clinton St & Washington Blvd,41.883379999999995,-87.64116999999999,31.0,90.0,-999.0,66.9,46.0,29.7,10.0,15.0,-9999.0,partlycloudy,0,Scattered Clouds
4378,Subscriber,Male,2013-06-27 15:54:00,2013-06-27 23:15:00,26479,320,Loomis St & Lexington St,41.872187,-87.661501,15.0,27,Larrabee St & North Ave,41.91021,-87.6435,19.0,90.0,-999.0,66.9,46.0,29.7,10.0,15.0,-9999.0,partlycloudy,0,Scattered Clouds
4350,Subscriber,Female,2013-06-27 15:15:00,2013-06-27 15:27:00,730,349,Halsted St & Wrightwood Ave,41.929142999999996,-87.649077,15.0,55,Halsted St & James M Rochford St,41.865860999999995,-87.646611,15.0,90.0,-999.0,66.9,46.0,29.7,10.0,15.0,-9999.0,partlycloudy,0,Scattered Clouds
4480,Customer,,2013-06-27 19:40:00,2013-06-27 22:28:00,10105,340,Clark St & Wrightwood Ave,41.929546,-87.643118,15.0,46,Wells St & Walton St,41.89993001,-87.63443007,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4592,Customer,,2013-06-27 19:34:00,2013-06-27 19:51:00,1020,90,Millennium Park,41.8810317,-87.62408432,35.0,75,Canal St & Jackson Blvd,41.87811421,-87.63997112,35.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4602,Customer,,2013-06-27 19:45:00,2013-06-27 20:42:00,3419,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4607,Customer,,2013-06-27 19:46:00,2013-06-27 19:57:00,653,51,Clark St & Randolph St,41.88457623,-87.63188991,31.0,340,Clark St & Wrightwood Ave,41.929546,-87.643118,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4617,Customer,,2013-06-27 19:50:00,2013-06-27 20:19:00,1738,44,State St & Randolph St,41.8847302,-87.62773357,27.0,44,State St & Randolph St,41.8847302,-87.62773357,27.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4619,Customer,,2013-06-27 19:52:00,2013-06-27 20:50:00,3482,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,15.0,24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4518,Subscriber,Male,2013-06-27 19:00:00,2013-06-27 19:10:00,607,81,Daley Center Plaza,41.884337,-87.630183,47.0,251,Clarendon Ave & Leland Ave,41.967968,-87.650001,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4572,Subscriber,Male,2013-06-27 19:23:00,2013-06-27 19:44:00,1280,340,Clark St & Wrightwood Ave,41.929546,-87.643118,15.0,94,Lincoln Ave & Armitage Ave,41.918273,-87.638116,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4586,Subscriber,Male,2013-06-27 19:29:00,2013-06-27 19:37:00,493,76,Lake Shore Dr & Monroe St,41.88105,-87.61697,11.0,90,Millennium Park,41.8810317,-87.62408432,35.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4587,Subscriber,Male,2013-06-27 19:29:00,2013-06-27 19:38:00,506,76,Lake Shore Dr & Monroe St,41.88105,-87.61697,11.0,90,Millennium Park,41.8810317,-87.62408432,35.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4597,Subscriber,Male,2013-06-27 19:39:00,2013-06-27 20:04:00,1489,81,Daley Center Plaza,41.884337,-87.630183,47.0,67,Sheffield Ave & Fullerton Ave,41.92560188,-87.65370804,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4598,Subscriber,Male,2013-06-27 19:42:00,2013-06-27 20:05:00,1394,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4609,Subscriber,Male,2013-06-27 19:47:00,2013-06-27 20:16:00,1764,90,Millennium Park,41.8810317,-87.62408432,35.0,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4613,Subscriber,Male,2013-06-27 19:47:00,2013-06-27 20:16:00,1736,90,Millennium Park,41.8810317,-87.62408432,35.0,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4620,Subscriber,Male,2013-06-27 19:52:00,2013-06-27 20:05:00,776,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4564,Subscriber,Female,2013-06-27 19:20:00,2013-06-27 19:44:00,1424,94,Lincoln Ave & Armitage Ave,41.918273,-87.638116,19.0,94,Lincoln Ave & Armitage Ave,41.918273,-87.638116,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4588,Subscriber,Female,2013-06-27 19:29:00,2013-06-27 19:38:00,506,76,Lake Shore Dr & Monroe St,41.88105,-87.61697,11.0,190,Southport Ave & Wrightwood Ave,41.92888,-87.66317,15.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4589,Subscriber,Female,2013-06-27 19:29:00,2013-06-27 19:38:00,495,76,Lake Shore Dr & Monroe St,41.88105,-87.61697,11.0,90,Millennium Park,41.8810317,-87.62408432,35.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4611,Subscriber,Female,2013-06-27 19:47:00,2013-06-27 20:16:00,1768,190,Southport Ave & Wrightwood Ave,41.92888,-87.66317,15.0,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4612,Subscriber,Female,2013-06-27 19:47:00,2013-06-27 20:16:00,1766,90,Millennium Park,41.8810317,-87.62408432,35.0,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,75.9,-999.0,70.0,82.0,29.69,10.0,0.0,-9999.0,partlycloudy,0,Scattered Clouds
4490,Customer,,2013-06-27 18:45:00,2013-06-27 19:03:00,1094,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,76,Lake Shore Dr & Monroe St,41.88105,-87.61697,11.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4415,Subscriber,Male,2013-06-27 18:21:00,2013-06-27 18:37:00,973,36,Franklin St & Jackson Blvd,41.87770796,-87.63532114,27.0,36,Franklin St & Jackson Blvd,41.87770796,-87.63532114,27.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4427,Subscriber,Male,2013-06-27 18:32:00,2013-06-27 18:37:00,308,81,Daley Center Plaza,41.884337,-87.630183,47.0,81,Daley Center Plaza,41.884337,-87.630183,47.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4476,Subscriber,Male,2013-06-27 18:38:00,2013-06-27 19:35:00,3401,81,Daley Center Plaza,41.884337,-87.630183,47.0,67,Sheffield Ave & Fullerton Ave,41.92560188,-87.65370804,15.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4495,Subscriber,Male,2013-06-27 18:48:00,2013-06-27 18:54:00,408,81,Daley Center Plaza,41.884337,-87.630183,47.0,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4513,Subscriber,Male,2013-06-27 18:53:00,2013-06-27 19:06:00,781,81,Daley Center Plaza,41.884337,-87.630183,47.0,75,Canal St & Jackson Blvd,41.87811421,-87.63997112,35.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4516,Subscriber,Male,2013-06-27 18:57:00,2013-06-27 18:59:00,122,44,State St & Randolph St,41.8847302,-87.62773357,27.0,44,State St & Randolph St,41.8847302,-87.62773357,27.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4500,Subscriber,Female,2013-06-27 18:52:00,2013-06-27 20:49:00,7031,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,45,Michigan Ave & Congress Pkwy,41.876065600000004,-87.62443336,15.0,69.8,-999.0,68.0,94.0,29.73,2.0,5.8,0.32,tstorms,1,Heavy Thunderstorms and Rain
4644,Customer,,2013-06-27 20:22:00,2013-06-27 20:50:00,1712,20,Sheffield Ave & Kingsbury St,41.90959193,-87.65349723,15.0,46,Wells St & Walton St,41.89993001,-87.63443007,19.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4646,Customer,,2013-06-27 20:22:00,2013-06-27 20:39:00,996,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4647,Customer,,2013-06-27 20:25:00,2013-06-27 20:39:00,818,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4666,Customer,,2013-06-27 20:33:00,2013-06-27 21:22:00,2936,44,State St & Randolph St,41.8847302,-87.62773357,27.0,52,Michigan Ave & Lake St,41.88605812,-87.62428934,23.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4623,Subscriber,Male,2013-06-27 20:07:00,2013-06-27 20:13:00,383,17,Wood St & Division St,41.90332,-87.67273,15.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4642,Subscriber,Male,2013-06-27 20:22:00,2013-06-27 20:34:00,759,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4643,Subscriber,Male,2013-06-27 20:22:00,2013-06-27 20:34:00,735,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4698,Subscriber,Male,2013-06-27 20:50:00,2013-06-27 20:54:00,223,31,Franklin St & Chicago Ave,41.89680204,-87.63563839,23.0,48,Larrabee St & Kingsbury St,41.897764,-87.642884,27.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4725,Subscriber,Male,2013-06-27 20:57:00,2013-06-27 21:00:00,172,74,Kingsbury St & Erie St,41.89384315,-87.64185116,23.0,48,Larrabee St & Kingsbury St,41.897764,-87.642884,27.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4641,Subscriber,Female,2013-06-27 20:21:00,2013-06-27 20:34:00,795,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4645,Subscriber,Female,2013-06-27 20:22:00,2013-06-27 20:34:00,736,54,Ogden Ave & Chicago Ave,41.89636246,-87.65406127,19.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,71.1,87.0,29.68,10.0,3.5,-9999.0,partlycloudy,0,Scattered Clouds
4793,Customer,,2013-06-27 21:39:00,2013-06-27 21:51:00,730,69,Damen Ave & Pierce Ave,41.90939601,-87.67769193,19.0,29,Noble St & Milwaukee Ave,41.90068,-87.6626,15.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4730,Subscriber,Male,2013-06-27 21:01:00,2013-06-28 08:30:00,41385,88,May St & Randolph St,41.88397,-87.655688,15.0,75,Canal St & Jackson Blvd,41.87811421,-87.63997112,35.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4764,Subscriber,Male,2013-06-27 21:15:00,2013-06-27 21:27:00,703,77,Clinton St & Madison St,41.8815824,-87.64127743,23.0,55,Halsted St & James M Rochford St,41.865860999999995,-87.646611,15.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4796,Subscriber,Male,2013-06-27 21:41:00,2013-06-27 21:43:00,141,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4797,Subscriber,Male,2013-06-27 21:43:00,2013-06-27 21:56:00,748,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4810,Subscriber,Male,2013-06-27 21:47:00,2013-06-27 22:23:00,2123,45,Michigan Ave & Congress Pkwy,41.876065600000004,-87.62443336,15.0,29,Noble St & Milwaukee Ave,41.90068,-87.6626,15.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4813,Subscriber,Male,2013-06-27 21:50:00,2013-06-28 15:49:00,64743,51,Clark St & Randolph St,41.88457623,-87.63188991,31.0,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4814,Subscriber,Male,2013-06-27 21:54:00,2013-06-27 21:56:00,128,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19.0,59,Wabash Ave & Roosevelt Rd,41.867173,-87.62595501,19.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4820,Subscriber,Male,2013-06-27 21:59:00,2013-06-27 22:01:00,128,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,60,Dayton St & North Ave,41.91057803,-87.64942193,19.0,75.9,-999.0,64.0,67.0,29.68,10.0,9.2,-9999.0,partlycloudy,0,Partly Cloudy
4863,Customer,,2013-06-27 22:15:00,2013-06-27 22:36:00,1292,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4865,Customer,,2013-06-27 22:16:00,2013-06-27 22:42:00,1511,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4866,Customer,,2013-06-27 22:17:00,2013-06-27 22:42:00,1512,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4867,Customer,,2013-06-27 22:17:00,2013-06-27 22:36:00,1125,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4869,Customer,,2013-06-27 22:20:00,2013-06-27 22:36:00,964,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,17,Wood St & Division St,41.90332,-87.67273,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4874,Customer,,2013-06-27 22:23:00,2013-06-27 22:39:00,972,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,16,Wood St & North Ave,41.910329,-87.672516,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4875,Customer,,2013-06-27 22:23:00,2013-06-27 22:39:00,977,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,16,Wood St & North Ave,41.910329,-87.672516,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4883,Customer,,2013-06-27 22:26:00,2013-06-27 23:04:00,2272,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4896,Customer,,2013-06-27 22:33:00,2013-06-27 23:05:00,1911,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4897,Customer,,2013-06-27 22:35:00,2013-06-27 23:04:00,1758,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4902,Customer,,2013-06-27 22:41:00,2013-06-27 22:53:00,730,17,Wood St & Division St,41.90332,-87.67273,15.0,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4843,Subscriber,Male,2013-06-27 22:10:00,2013-06-27 22:20:00,594,17,Wood St & Division St,41.90332,-87.67273,15.0,69,Damen Ave & Pierce Ave,41.90939601,-87.67769193,19.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4859,Subscriber,Male,2013-06-27 22:14:00,2013-06-27 22:36:00,1329,37,Dearborn St & Adams St,41.87935636,-87.62979104,19.0,94,Lincoln Ave & Armitage Ave,41.918273,-87.638116,19.0,75.0,-999.0,63.0,66.0,29.68,10.0,8.1,-9999.0,partlycloudy,0,Partly Cloudy
4943,Customer,,2013-06-27 23:05:00,2013-06-27 23:37:00,1866,67,Sheffield Ave & Fullerton Ave,41.92560188,-87.65370804,15.0,348,California Ave & 21st St,41.854015999999994,-87.69544499999999,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4946,Customer,,2013-06-27 23:06:00,2013-06-27 23:37:00,1856,67,Sheffield Ave & Fullerton Ave,41.92560188,-87.65370804,15.0,34,Cannon Dr & Fullerton Ave,41.92675599,-87.63442878,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4954,Customer,,2013-06-27 23:07:00,2013-06-27 23:26:00,1117,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4955,Customer,,2013-06-27 23:09:00,2013-06-27 23:26:00,980,61,Wood St & Milwaukee Ave,41.907655,-87.672552,15.0,30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4972,Customer,,2013-06-27 23:24:00,2013-06-27 23:51:00,1642,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4986,Customer,,2013-06-27 23:36:00,2013-06-28 00:34:00,3513,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4989,Customer,,2013-06-27 23:43:00,2013-06-28 00:21:00,2285,34,Cannon Dr & Fullerton Ave,41.92675599,-87.63442878,15.0,34,Cannon Dr & Fullerton Ave,41.92675599,-87.63442878,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4991,Customer,,2013-06-27 23:44:00,2013-06-27 23:51:00,423,32,Racine Ave & Congress Pkwy,41.87464,-87.65703,19.0,15,Racine Ave & 18th St,41.85818061,-87.65648665,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
4956,Subscriber,Female,2013-06-27 23:14:00,2013-06-27 23:39:00,1512,85,Michigan Ave & Oak St,41.90096039,-87.62377664,15.0,350,Ashland Ave & Chicago Ave,41.895965999999994,-87.66774699999999,15.0,75.0,-999.0,62.1,64.0,29.68,10.0,10.4,-9999.0,partlycloudy,0,Partly Cloudy
5032,Customer,,2013-06-28 00:04:00,2013-06-28 00:37:00,1995,73,Jefferson St & Monroe St,41.880421999999996,-87.642746,19.0,73,Jefferson St & Monroe St,41.880421999999996,-87.642746,19.0,73.0,-999.0,62.1,68.0,29.69,10.0,6.9,-9999.0,partlycloudy,0,Partly Cloudy
5033,Customer,,2013-06-28 00:04:00,2013-06-28 00:37:00,1977,73,Jefferson St & Monroe St,41.880421999999996,-87.642746,19.0,73,Jefferson St & Monroe St,41.880421999999996,-87.642746,19.0,73.0,-999.0,62.1,68.0,29.69,10.0,6.9,-9999.0,partlycloudy,0,Partly Cloudy
5035,Customer,,2013-06-28 00:08:00,2013-06-28 00:24:00,944,90,Millennium Park,41.8810317,-87.62408432,35.0,90,Millennium Park,41.8810317,-87.62408432,35.0,73.0,-999.0,62.1,68.0,29.69,10.0,6.9,-9999.0,partlycloudy,0,Partly Cloudy
5036,Customer,,2013-06-28 00:10:00,2013-06-28 00:38:00,1656,29,Noble St & Milwaukee Ave,41.90068,-87.6626,15.0,29,Noble St & Milwaukee Ave,41.90068,-87.6626,15.0,73.0,-999.0,62.1,68.0,29.69,10.0,6.9,-9999.0,partlycloudy,0,Partly Cloudy
